Sat, 21 Nov 15 21:47:11 +0000 | get_tweets.php -> __construct | Unable to connect to DB | attempted connection to tweetview
Sun, 22 Nov 15 11:19:23 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x8C\x8F #...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668388159324033024, tweet_text = "Today\'s little piece of heaven 🌏 #cecilylondon #travel #bali #heaven https://t.co/TGRD74NO0s", created_at = "2015-11-22 11:18:49", geo_lat = 0, geo_long = 0, user_id = 453021378, screen_name = "Cecily_London", name = "Cecily London", profile_image_url = "http://pbs.twimg.com/profile_images/3530077750/abbf72b61e076b6ea99d0d4cb7b5e2ff_normal.jpeg", is_rt = 0
Sun, 22 Nov 15 11:19:24 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x89 h...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668388162788429825, tweet_text = "RT @TeamOfGriers: Nash should travel to my country😉 https://t.co/7mAQQwLGAG", created_at = "2015-11-22 11:18:50", geo_lat = 0, geo_long = 0, user_id = 839467680, screen_name = "bellasauca", name = "Bellaesce", profile_image_url = "http://pbs.twimg.com/profile_images/641795397250248704/WwRqXRwK_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:19:25 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x8B h...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668388167519764480, tweet_text = "RT @selenagomez: Goodnight London 😋 http://t.co/JoyTK60QKF", created_at = "2015-11-22 11:18:51", geo_lat = 0, geo_long = 0, user_id = 3565345276, screen_name = "lauraamolutz", name = "laura", profile_image_url = "http://pbs.twimg.com/profile_images/643436649981050880/FE_C83Ru_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:19:26 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x8D h...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668388170350772224, tweet_text = "RT @FemaIeNike: South Beach Roshes 😍 https://t.co/VvTt5Jp1GO", created_at = "2015-11-22 11:18:52", geo_lat = 0, geo_long = 0, user_id = 2967820248, screen_name = "nikaa_babyyy", name = "jollyNIKA", profile_image_url = "http://pbs.twimg.com/profile_images/663688286309748736/_hmdW-Z4_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:19:27 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668388174654148608, url="http://akanshagautam.com/2015/11/22/on-the-way-ot-nainital-from-bhimtal-landscape-photo-image-photography-nature-travel-art-beinspired-sky-sunrise-sea-digital-surreal-amazing-creative-beautiful-garden-mountains-sun-s-20"
Sun, 22 Nov 15 11:19:27 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x8D h...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668388173966262273, tweet_text = "RT @FemaIeNike: South Beach Roshes 😍 https://t.co/VvTt5Jp1GO", created_at = "2015-11-22 11:18:53", geo_lat = 0, geo_long = 0, user_id = 1214828887, screen_name = "mchllvns", name = "ella curry ♥", profile_image_url = "http://pbs.twimg.com/profile_images/666463661486010368/CIGyO6L5_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:19:30 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668388188432396288, url="http://topchartbox.com/2015/08/23/lonely-planet-reveals-its-ultimate-travel-destinations/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost"
Sun, 22 Nov 15 11:19:32 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668388194426204163, url="http://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5337410323&customid=&lgeo=1&vectorid=229466&item=262149863138&pub=5575041009"
Sun, 22 Nov 15 11:19:34 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x8E\x84\xE2\x9D...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668388203884388352, tweet_text = "Excited for this Mammy Pinks 🎄❄️⛄️🎅🏼 #london #festive https://t.co/7dRApSlMTa", created_at = "2015-11-22 11:19:00", geo_lat = 0, geo_long = 0, user_id = 456152178, screen_name = "Nicholapink", name = "Nichola Pinkney", profile_image_url = "http://pbs.twimg.com/profile_images/616976517592141830/4hRLayrR_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:19:36 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x87\xB3\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668388214281900032, tweet_text = "Shalom Tel Aviv! Great friends to travel with Great trip! Israel🇳🇮 @… https://t.co/nMjemsnIiA", created_at = "2015-11-22 11:19:02", geo_lat = 0, geo_long = 0, user_id = 634973265, screen_name = "il__meta_guide", name = "Israel Meta Guide", profile_image_url = "http://pbs.twimg.com/profile_images/2395107520/s7sxb5oci1k05yxrr2xv_normal.png", is_rt = 0
Sun, 22 Nov 15 11:19:37 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668388218463764480, url="http://getluckyhotels.com/travel-all-hotels-generic.html?hotel=Pelham_House_Hotel_Lewes_England&place=Lewes_England&country=United_Kingdom&source=TwitterDeals"
Sun, 22 Nov 15 11:19:39 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x89 #...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668388229373173760, tweet_text = "@OttilieQ Bet it is not as nippy as London 😉 #jealous", created_at = "2015-11-22 11:19:06", geo_lat = 0, geo_long = 0, user_id = 51138891, screen_name = "iainlaw", name = " Iain Law ", profile_image_url = "http://pbs.twimg.com/profile_images/642088425617784833/RuLoaWKJ_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:19:39 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x82\xE2\x9D...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668388227405840384, tweet_text = "Hi Future Love, I\'ll be right here waiting for you. Luh. 😂❤️😍 #travel #wander #explore #love… https://t.co/D6q30798Pi", created_at = "2015-11-22 11:19:06", geo_lat = 0, geo_long = 0, user_id = 165669934, screen_name = "reghhernandez", name = "Regh Hernandez", profile_image_url = "http://pbs.twimg.com/profile_images/633922924982833152/qXiRseqm_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:19:40 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668388230744555520, url="http://akanshagautam.com/2015/11/22/on-the-way-ot-nainital-from-bhimtal-landscape-photo-image-photography-nature-travel-art-beinspired-sky-sunrise-sea-digital-surreal-amazing-creative-beautiful-garden-mountains-sun-s-21"
Sun, 22 Nov 15 11:19:44 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x8D h...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668388245231837185, tweet_text = "RT @TraveIings: This neighborhood in Venice Beach California 😍 https://t.co/MQaNuoW6u7", created_at = "2015-11-22 11:19:10", geo_lat = 0, geo_long = 0, user_id = 2193009687, screen_name = "manoninno", name = "Manon", profile_image_url = "http://pbs.twimg.com/profile_images/653129959431667712/2DJBIr1P_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:19:44 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668388243637948416, url="http://www.telegraph.co.uk/news/uknews/terrorism-in-the-uk/12006892/International-manhunt-underway-after-French-police-let-Paris-attacks-suspect-slip-through-their-fingers.html"
Sun, 22 Nov 15 11:19:44 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668388244610899969, url="http://akanshagautam.com/2015/11/22/on-the-way-ot-nainital-from-bhimtal-landscape-photo-image-photography-nature-travel-art-beinspired-sky-sunrise-sea-digital-surreal-amazing-creative-beautiful-garden-mountains-sun-s-20"
Sun, 22 Nov 15 11:19:45 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668388250386636804, url="http://neuvoo.com/job.php?id=rpjegv6is0&source=twitter&lang=EN&client_id=2353&l=Englewood%2C+Colorado%2C+US&k=Specialist+Pre-Sales+Technical+Consultant"
Sun, 22 Nov 15 11:19:45 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x91\x91' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668388251435204608, tweet_text = "@EmpressKianna may I take you shopping this week in London 👑", created_at = "2015-11-22 11:19:11", geo_lat = 0, geo_long = 0, user_id = 3165888447, screen_name = "sissyfucktart", name = "readytoserve", profile_image_url = "http://pbs.twimg.com/profile_images/651280340321832961/80wgigcM_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:19:46 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x91\xAF h...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668388255021187072, tweet_text = "RT @danisnotonfire: our names in lights above the london palladium is this real life? THE FINAL UK #TATINOF SHOW HERE WE GO 👯 https://t.co/…", created_at = "2015-11-22 11:19:12", geo_lat = 0, geo_long = 0, user_id = 3045051794, screen_name = "DerangedMittens", name = "^_^ :D Angie", profile_image_url = "http://pbs.twimg.com/profile_images/666841464140271622/t7pyZYPE_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:19:46 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668388255029714944, url="http://www.independent.co.uk/voices/the-way-some-talk-after-the-paris-attacks-you-would-think-that-muslims-nations-had-never-been-a6742356.html"
Sun, 22 Nov 15 11:19:46 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\xA4\x92' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668388251552624641, tweet_text = "Man flu is hitting me hard today 🤒", created_at = "2015-11-22 11:19:11", geo_lat = 0, geo_long = 0, user_id = 1322664378, screen_name = "Kielew8", name = "Kieran Lewis", profile_image_url = "http://pbs.twimg.com/profile_images/649921092530872320/o3O5lBvv_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:19:47 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x92\x95 h...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668388259597262849, tweet_text = "The most beautiful bag in my eyes!#McQueen #harveynicks #london  always find HN stocks my fave selection of bags💕 https://t.co/fzrMU9BhIE", created_at = "2015-11-22 11:19:13", geo_lat = 0, geo_long = 0, user_id = 3545289555, screen_name = "SarahAnnemorga2", name = "Sarah Anne morgan", profile_image_url = "http://pbs.twimg.com/profile_images/666684066222206976/NrZNtPX5_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:19:47 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x82' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668388260410822660, tweet_text = "LOVE YOU GOODBYE IS BASICALLY ROSS AND RACHAEL WHEN SHE WAS SUPPOSED TO MOVE TO PARIS THEYR OBSESSED WITH FRIENDS 😂", created_at = "2015-11-22 11:19:13", geo_lat = 0, geo_long = 0, user_id = 2235827840, screen_name = "HeyItsAl06", name = "Allysha.", profile_image_url = "http://pbs.twimg.com/profile_images/657852427010379777/QXlf2ucR_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:19:47 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x94\xA5\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668388258095714304, tweet_text = "RT @JJmakeup: Cosy morning fire means Winter is here. 🔥🔥🔥#Winter #fire #flame #heat #wood #london #cosy https://t.co/6WQ30voi3E", created_at = "2015-11-22 11:19:13", geo_lat = 0, geo_long = 0, user_id = 3245126146, screen_name = "groundlingpenny", name = "Nessa Bell", profile_image_url = "http://pbs.twimg.com/profile_images/597445039288123392/q5XoK3dW_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:19:49 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668388267188838400, url="http://akanshagautam.com/2015/11/22/on-the-way-ot-nainital-from-bhimtal-landscape-photo-image-photography-nature-travel-art-beinspired-sky-sunrise-sea-digital-surreal-amazing-creative-beautiful-garden-mountains-sun-s-21"
Sun, 22 Nov 15 11:19:50 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x8E\x85\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668388273497251840, tweet_text = "Really want to go to the #WinterWonderlandhydepark #London looks amazing .. So Christmassy! 🎅🏼🎄☃🍺", created_at = "2015-11-22 11:19:17", geo_lat = 0, geo_long = 0, user_id = 502678668, screen_name = "SarahTaylor91x", name = "Sarah Taylor", profile_image_url = "http://pbs.twimg.com/profile_images/652234754499194880/xEIhSRCx_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:19:51 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x92\x83\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668388276856856576, tweet_text = "RT @Correvonf: U.K. : very strong. But not UK fans!James has a real great talent. We love him so much in Europe 💃💃💃 for 2 album 🎶🎸🎶 https:/…", created_at = "2015-11-22 11:19:17", geo_lat = 0, geo_long = 0, user_id = 2361704150, screen_name = "maseratilady1", name = "maserati lady", profile_image_url = "http://pbs.twimg.com/profile_images/438771994176151552/Elh6kqvD_normal.jpeg", is_rt = 1
Sun, 22 Nov 15 11:19:52 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x94' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668388282292707328, tweet_text = "take me back to london😔", created_at = "2015-11-22 11:19:19", geo_lat = 0, geo_long = 0, user_id = 3195400482, screen_name = "fajerboshehre", name = "فجيره.", profile_image_url = "http://pbs.twimg.com/profile_images/668119719464030208/PJQxejpA_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:19:55 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668388294435049472, url="http://akanshagautam.com/2015/11/22/on-the-way-ot-nainital-from-bhimtal-landscape-photo-image-photography-nature-travel-art-beinspired-sky-sunrise-sea-digital-surreal-amazing-creative-beautiful-garden-mountains-sun-s-21"
Sun, 22 Nov 15 11:19:57 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x8C\x8A\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668388300433002496, tweet_text = "Just keep swimming 🌊🏊🏼🌴 #bikinitime #iphoneonly #like4like #gegerbeach #swimming @ Geger Beach Nusa… https://t.co/ISA5jC6tYe", created_at = "2015-11-22 11:19:23", geo_lat = -8.7821772, geo_long = 115.19733376, user_id = 277454095, screen_name = "Lovelystevany", name = "Lidya Stevany Saol", profile_image_url = "http://pbs.twimg.com/profile_images/664465704997904384/2b_o8s4j_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:20:00 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\xA9\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668388316610469888, tweet_text = "@KristinaCarlss8  yez!  Sinus is bothering me and some body aches  ... yup same here ... was sick too during vacation!  Uhg! 😩😩😩", created_at = "2015-11-22 11:19:27", geo_lat = 0, geo_long = 0, user_id = 3395932943, screen_name = "sahMhi5", name = "SahMhi5", profile_image_url = "http://pbs.twimg.com/profile_images/665540385142259713/LYNtlgZC_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:20:00 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x8A\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668388314781786112, tweet_text = "RT @rowblanchard: “@YaySparklesR5: @rowblanchard Can you tweet me a selfie pleeeease? 😊😊” just chillin @peytonmeyer9 http://t.co/z77AnHxPAv", created_at = "2015-11-22 11:19:26", geo_lat = 0, geo_long = 0, user_id = 621831094, screen_name = "sociopathicbrat", name = "kdr", profile_image_url = "http://pbs.twimg.com/profile_images/668132553761640448/bq8IFrXM_normal.png", is_rt = 1
Sun, 22 Nov 15 11:20:01 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x92\x95 h...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668388319571673088, tweet_text = "Supporting small businesses in Warminster @WarminsterMedia &amp; baking delicious cupcakes in London @poppyscupcakes 💕 https://t.co/FU2SsgjcuQ", created_at = "2015-11-22 11:19:28", geo_lat = 0, geo_long = 0, user_id = 1893500400, screen_name = "poppyscupcakes", name = "Poppy\'s Cupcakes", profile_image_url = "http://pbs.twimg.com/profile_images/661617759508439040/678OJobH_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:20:01 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x89 h...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668388320976707584, tweet_text = "For always #Paris 😉 https://t.co/UtO5lNjzkR", created_at = "2015-11-22 11:19:28", geo_lat = 0, geo_long = 0, user_id = 387003881, screen_name = "SensOretail", name = "Béatrice Boussard", profile_image_url = "http://pbs.twimg.com/profile_images/1631741388/logosenso_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:20:01 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x87\xAB\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668388318804099076, tweet_text = "RT @iomswim: Our swimmers and coaches paid tribute to the victims of the Paris attacks by forming the French Tricolore earlier 🇫🇷 https://t…", created_at = "2015-11-22 11:19:27", geo_lat = 0, geo_long = 0, user_id = 98158628, screen_name = "boris_isleofman", name = "Boris", profile_image_url = "http://pbs.twimg.com/profile_images/2096756538/image_normal.jpg", is_rt = 1
